	YW1	YW2	YW3	YW4	YW5	YW6	YW7	YW8
ENSG00000181027	1819	1558	1782	2020	1416	1949	1711	1970
ENSG00000181029	75	100	93	108	67	76	72	90
ENSG00000181031	197	207	207	260	179	201	184	242
ENSG00000181035	713	680	713	864	564	709	694	725
ENSG00000181036	0	0	0	0	0	0	0	0
ENSG00000181038	361	310	423	433	245	460	331	362
ENSG00000181045	546	612	628	862	453	638	639	649
ENSG00000181061	723	753	1015	837	755	972	892	874
ENSG00000181072	0	0	1	0	0	0	0	0
ENSG00000181074	0	0	0	0	0	0	0	0
ENSG00000181085	77	110	111	163	65	94	60	80
ENSG00000181090	4140	3666	4600	5181	3035	4018	4396	4546
ENSG00000181092	0	0	0	0	0	0	0	0
ENSG00000181097	0	0	0	0	0	0	0	0
ENSG00000181101	0	0	0	0	0	1	0	1
ENSG00000181104	1557	1965	2176	2330	1305	1644	2037	1925
ENSG00000181109	0	0	0	0	0	0	0	0
ENSG00000181123	0	0	0	0	0	0	0	0
ENSG00000181126	0	0	0	0	0	0	0	0
ENSG00000181135	126	95	130	163	106	128	114	143
ENSG00000181143	0	3	3	1	0	0	4	1
ENSG00000181163	48807	49640	68843	64203	54191	51164	63573	52293
ENSG00000181171	0	0	0	0	0	0	0	0
ENSG00000181191	1562	1494	1872	1976	1392	1595	1749	1587
ENSG00000181192	2490	3046	3253	3975	1976	2432	3005	2854
ENSG00000181195	0	0	0	0	0	0	0	0
ENSG00000181201	0	0	0	0	0	0	0	0
ENSG00000181211	0	1	0	0	0	0	1	0
ENSG00000181214	0	0	0	0	0	0	0	0
ENSG00000181215	7	8	9	7	1	7	13	9
ENSG00000181218	0	0	0	0	1	0	0	0
ENSG00000181220	1476	1142	1483	1709	1071	1446	1385	1573
ENSG00000181222	11347	10718	13906	14007	4635	11505	12169	11964
ENSG00000181227	0	3	6	6	2	3	7	2
ENSG00000181234	0	0	0	0	0	0	0	0
ENSG00000181240	16	14	26	28	18	15	20	8
ENSG00000181260	0	0	0	0	0	0	0	0
ENSG00000181264	392	452	604	685	376	520	582	561
ENSG00000181273	0	0	0	0	0	0	0	0
ENSG00000181274	1330	1402	1796	1565	1606	1573	1408	1439
ENSG00000181282	0	0	0	0	0	0	0	0
ENSG00000181284	0	0	0	0	0	0	0	0
ENSG00000181291	690	884	707	1210	427	650	554	751
ENSG00000181296	0	0	0	0	0	0	0	0
ENSG00000181315	690	824	1130	1072	594	669	1030	824
ENSG00000181322	8	10	21	10	8	15	9	5
ENSG00000181323	0	0	0	0	0	0	0	0
ENSG00000181325	0	0	0	0	0	0	0	0
ENSG00000181333	1	2	0	0	1	0	2	0
ENSG00000181350	86	100	97	108	77	90	102	97
ENSG00000181355	0	0	0	1	0	0	1	2
ENSG00000181358	0	2	0	0	0	0	0	0
ENSG00000181359	0	0	0	0	0	0	0	0
ENSG00000181371	0	0	0	0	0	0	0	0
ENSG00000181374	0	0	0	0	0	0	0	0
ENSG00000181378	2	2	0	3	5	15	3	6
ENSG00000181381	1	1	2	3	0	1	0	1
ENSG00000181392	10	15	10	8	4	2	4	9
ENSG00000181396	1252	1190	1361	1648	1049	1418	1293	1376
ENSG00000181404	478	440	497	659	406	430	506	500
ENSG00000181408	11	10	19	22	21	16	18	19
ENSG00000181409	610	636	639	959	490	636	603	676
ENSG00000181418	757	636	815	830	555	730	748	799
ENSG00000181433	0	1	0	0	0	0	0	0
ENSG00000181444	50	81	65	103	45	65	61	67
ENSG00000181449	712	679	820	831	586	808	752	757
ENSG00000181450	1541	1882	2661	2585	1197	1714	2351	1856
ENSG00000181458	326	400	449	562	364	360	453	357
ENSG00000181467	1278	1054	1395	1541	1126	1428	1204	1474
ENSG00000181472	1265	1215	1561	1512	1076	1256	1411	1262
ENSG00000181481	397	389	480	569	342	393	381	448
ENSG00000181499	0	0	0	0	0	0	0	0
ENSG00000181511	0	0	0	0	0	0	0	0
ENSG00000181513	362	416	413	701	289	373	421	435
ENSG00000181514	0	0	0	0	0	0	0	1
ENSG00000181518	0	0	0	0	0	0	0	0
ENSG00000181523	1336	1195	1463	1829	914	1316	1287	1411
ENSG00000181524	13	22	20	19	18	30	12	19
ENSG00000181541	0	0	0	0	0	0	0	0
ENSG00000181544	635	787	1087	1009	455	720	919	762
ENSG00000181552	0	0	0	0	0	0	0	0
ENSG00000181555	6153	6627	9204	8600	3580	6152	7788	6583
ENSG00000181562	0	0	0	0	0	0	2	0
ENSG00000181577	2	1	2	4	0	0	0	3
ENSG00000181585	44	58	32	71	45	42	49	43
ENSG00000181588	1466	1136	1276	1588	1023	1758	1247	1642
ENSG00000181609	0	0	0	0	0	0	0	0
ENSG00000181610	2421	2163	2692	2593	2392	2702	2642	2499
ENSG00000181616	0	0	0	0	0	0	0	0
ENSG00000181617	0	0	0	0	0	0	0	0
ENSG00000181619	157	206	246	259	60	155	160	190
ENSG00000181625	3	6	6	14	6	1	4	2
ENSG00000181626	0	1	0	2	2	0	1	0
ENSG00000181631	0	0	0	0	0	0	0	0
ENSG00000181634	11	21	23	18	14	16	17	11
ENSG00000181638	387	407	464	505	318	413	471	466
ENSG00000181649	34	29	21	41	19	27	23	34
ENSG00000181652	29	42	47	45	15	28	28	45
ENSG00000181656	7	5	3	8	4	4	7	3
ENSG00000181666	942	1182	1352	1458	903	1014	1210	1130
ENSG00000181690	1149	1372	1898	1887	906	1437	1702	1395
ENSG00000181693	0	0	0	0	0	0	0	0
ENSG00000181698	0	0	0	0	0	0	0	0
ENSG00000181704	2052	2320	3230	3300	1739	2573	2887	2431
ENSG00000181705	0	0	0	0	0	0	0	0
ENSG00000181718	0	0	0	0	0	0	0	0
ENSG00000181722	56	95	116	106	59	68	80	61
ENSG00000181733	0	0	0	0	0	0	0	0
ENSG00000181741	0	0	0	0	0	0	1	0
ENSG00000181744	1040	1071	1504	1498	985	1227	1264	1276
ENSG00000181751	669	645	982	1001	666	816	885	759
ENSG00000181752	0	0	0	0	0	0	0	0
ENSG00000181754	89	83	89	120	52	62	73	76
ENSG00000181761	0	0	0	0	0	0	0	0
ENSG00000181767	0	0	0	0	0	0	0	0
ENSG00000181773	41	23	23	32	27	26	21	21
ENSG00000181778	0	0	0	0	0	0	0	0
ENSG00000181780	0	0	0	0	0	0	0	0
ENSG00000181781	10	19	14	26	6	13	13	13
ENSG00000181785	0	1	0	0	0	0	0	0
ENSG00000181786	0	0	0	0	0	0	0	0
ENSG00000181788	531	548	639	701	548	665	597	630
ENSG00000181789	3893	3932	4865	5097	2922	4107	4233	4123
ENSG00000181790	579	652	710	958	477	697	599	701
ENSG00000181798	18	21	25	33	18	19	20	15
ENSG00000181800	1	0	0	0	0	0	0	0
ENSG00000181803	0	0	0	0	0	0	0	0
ENSG00000181804	44	55	74	78	41	29	49	39
ENSG00000181817	837	635	770	736	697	959	673	871
ENSG00000181819	1	1	0	0	0	2	4	0
ENSG00000181826	245	241	281	332	212	263	273	262
ENSG00000181827	1260	1465	1937	1853	818	1383	1695	1482
ENSG00000181830	647	517	602	659	427	649	611	595
ENSG00000181837	0	0	0	0	0	0	0	0
ENSG00000181847	1	2	8	5	3	0	8	4
ENSG00000181852	1860	1712	2055	2127	1554	1968	1977	1891
ENSG00000181856	116	95	123	147	91	113	95	102
ENSG00000181867	0	0	0	0	0	0	0	0
ENSG00000181873	1769	1562	2061	2072	1181	1860	1794	1888
ENSG00000181885	11	16	10	23	8	10	9	7
ENSG00000181894	164	190	243	309	165	176	268	202
ENSG00000181896	784	870	1150	1111	830	912	916	856
ENSG00000181903	0	0	0	0	1	0	0	0
ENSG00000181904	2571	2939	3932	4258	2629	3168	3809	3219
ENSG00000181908	13	9	14	32	22	13	19	20
ENSG00000181915	2158	1831	2255	2532	1769	2371	2272	2275
ENSG00000181924	2494	2426	3140	2882	2540	2658	2719	2828
ENSG00000181927	0	0	0	0	0	0	0	0
ENSG00000181929	2864	2847	3586	3598	2715	2974	3334	2959
ENSG00000181938	1477	1494	1851	1905	1328	1541	1725	1544
ENSG00000181939	0	0	0	0	0	0	0	0
ENSG00000181943	0	0	0	0	0	0	0	0
ENSG00000181950	0	0	0	0	0	0	0	0
ENSG00000181958	0	0	0	0	0	0	0	0
ENSG00000181961	0	0	0	0	0	0	0	0
ENSG00000181963	0	0	0	0	0	0	0	0
ENSG00000181965	0	0	0	2	1	2	0	2
ENSG00000181977	0	0	0	0	0	0	0	0
ENSG00000181982	14	6	6	12	3	3	4	4
ENSG00000181984	0	0	0	1	1	0	0	0
ENSG00000181991	1503	1405	1755	1612	1429	1663	1500	1562
ENSG00000181995	0	0	0	0	0	0	0	0
ENSG00000181997	0	0	0	0	0	0	0	0
ENSG00000182000	0	0	0	1	0	0	1	1
ENSG00000182004	2576	2572	3017	2391	2394	3797	2644	2934
ENSG00000182010	1072	1279	1716	1783	923	1112	1459	1274
ENSG00000182013	800	874	1071	1129	603	762	923	899
ENSG00000182021	0	0	0	0	0	0	1	1
ENSG00000182022	1032	1046	1213	1484	704	985	1064	1144
ENSG00000182035	0	1	0	0	0	0	0	1
ENSG00000182040	89	121	107	153	83	102	104	101
ENSG00000182048	1	4	2	2	1	1	0	1
ENSG00000182050	2	3	4	3	0	1	13	3
ENSG00000182053	0	0	0	0	0	0	0	0
ENSG00000182054	2194	2372	2583	3285	2032	2388	2458	2595
ENSG00000182057	237	215	306	280	155	219	228	242
ENSG00000182070	0	0	0	0	0	0	0	0
ENSG00000182077	0	0	0	0	0	0	0	0
ENSG00000182083	0	0	0	0	0	0	0	0
ENSG00000182087	8116	6968	8243	10370	6850	9517	7610	9273
ENSG00000182093	419	511	553	587	439	719	509	529
ENSG00000182095	7494	6199	7478	8775	4141	7119	6881	8156
ENSG00000182103	91	100	100	120	81	89	66	105
ENSG00000182107	0	0	0	0	0	0	0	0
ENSG00000182108	1120	869	1087	1170	840	1159	1046	1151
ENSG00000182111	0	0	0	0	0	0	0	1
ENSG00000182117	1595	1486	1642	1355	1237	2009	1273	1502
ENSG00000182118	979	939	1136	1205	808	1212	1024	1214
ENSG00000182132	1	4	0	3	0	1	2	1
ENSG00000182134	552	597	715	741	462	595	688	591
ENSG00000182141	687	779	1137	1078	597	693	960	756
ENSG00000182149	3914	3816	4851	5481	3356	3767	4451	4194
ENSG00000182150	1083	1247	1777	1715	605	1106	1581	1300
ENSG00000182154	2302	1552	1648	1611	1566	2993	1405	2379
ENSG00000182156	0	0	3	0	2	0	0	0
ENSG00000182158	2194	2320	2896	2966	1337	2321	2546	2332
ENSG00000182162	0	0	0	0	0	1	0	0
ENSG00000182165	128	138	144	183	97	109	152	127
ENSG00000182168	782	921	1213	1255	504	871	991	853
ENSG00000182170	0	0	0	0	0	0	0	0
ENSG00000182173	1921	1625	1942	2305	1685	1910	1777	2143
ENSG00000182175	693	653	707	857	530	771	625	784
ENSG00000182177	0	0	0	1	0	0	0	1
ENSG00000182179	17	17	30	28	12	20	24	13
ENSG00000182180	3163	2958	3558	3806	2785	3651	3302	3457
ENSG00000182183	0	0	1	1	0	0	0	0
ENSG00000182185	204	195	224	313	174	205	266	219
ENSG00000182187	0	0	0	0	0	0	0	0
ENSG00000182195	782	743	775	1014	609	883	686	833
ENSG00000182196	5	4	10	12	5	6	1	5
ENSG00000182197	2269	2166	2791	2716	1519	2355	2413	2322
ENSG00000182199	9401	8340	9937	10876	7524	9925	9347	9654
ENSG00000182208	907	721	835	898	709	899	751	904
ENSG00000182218	1	1	0	4	1	2	1	1
ENSG00000182220	2562	2685	3798	3804	2853	3261	3316	2994
ENSG00000182223	17	17	19	26	4	13	19	22
ENSG00000182224	275	208	296	238	98	299	242	240
ENSG00000182230	0	0	0	0	0	0	0	0
ENSG00000182240	2051	2104	2601	2861	1639	2113	2239	2281
ENSG00000182247	1086	1127	1341	1435	994	1195	1268	1150
ENSG00000182253	737	917	1133	1130	449	803	865	922
ENSG00000182255	0	1	0	0	1	0	0	0
ENSG00000182256	0	0	0	0	0	0	0	0
ENSG00000182257	27	35	27	45	21	23	16	32
ENSG00000182261	0	0	0	0	0	0	0	0
ENSG00000182263	710	975	1107	1238	616	860	988	902
ENSG00000182264	50	55	69	74	34	49	59	43
ENSG00000182271	0	0	0	0	0	0	0	0
ENSG00000182272	1986	1956	2014	3253	1727	2101	1914	2266
ENSG00000182287	3743	4533	6652	6800	4135	4328	5660	4504
ENSG00000182307	3932	3471	4552	4734	3518	4120	4602	4260
ENSG00000182308	14	21	33	31	26	31	20	20
ENSG00000182310	186	255	338	371	237	265	244	219
ENSG00000182315	0	0	0	0	0	0	0	0
ENSG00000182318	292	288	355	342	191	311	308	349
ENSG00000182324	58	75	74	78	78	59	101	74
ENSG00000182325	367	312	371	383	314	346	294	372
ENSG00000182326	77	112	142	164	99	76	83	85
ENSG00000182327	0	0	4	1	3	1	0	3
ENSG00000182329	6	7	8	12	8	10	9	10
ENSG00000182330	0	0	0	0	0	0	0	0
ENSG00000182333	0	0	0	0	0	0	0	0
ENSG00000182334	0	0	0	0	0	0	0	0
ENSG00000182346	0	0	0	0	0	0	0	0
ENSG00000182347	0	0	0	0	0	0	0	0
ENSG00000182348	0	0	0	0	0	0	0	0
ENSG00000182351	0	0	0	0	0	0	0	0
ENSG00000182352	0	0	0	0	0	0	0	0
ENSG00000182359	74	80	108	91	66	68	102	78
ENSG00000182362	566	524	626	664	471	622	570	585
ENSG00000182365	0	0	0	0	0	0	0	0
ENSG00000182366	2	3	4	2	1	0	2	1
ENSG00000182372	0	0	0	0	0	0	0	3
ENSG00000182376	0	0	3	0	0	0	0	1
ENSG00000182378	3225	3886	3925	4706	2917	3700	3358	3722
ENSG00000182379	1033	856	998	1073	726	1217	923	1145
ENSG00000182383	0	0	0	1	0	0	0	0
ENSG00000182389	348	518	690	770	368	430	609	520
ENSG00000182393	0	0	0	0	0	0	0	1
ENSG00000182397	10	16	16	18	6	12	13	11
ENSG00000182400	878	990	1403	1412	855	1017	1264	1035
ENSG00000182405	133	197	190	241	116	149	177	141
ENSG00000182415	0	0	0	0	0	0	0	0
ENSG00000182446	4426	3771	4868	5097	3240	4463	4560	4580
ENSG00000182447	0	0	0	0	0	0	0	0
ENSG00000182450	1	2	2	2	1	1	2	5
ENSG00000182459	146	132	210	191	103	144	164	154
ENSG00000182463	418	607	601	723	339	494	504	519
ENSG00000182472	4	8	3	10	4	10	2	6
ENSG00000182473	6509	5779	7278	7876	4493	6505	6771	6848
ENSG00000182477	0	1	3	3	3	4	2	0
ENSG00000182481	18199	16194	22298	21051	16075	19682	20689	19406
ENSG00000182484	232	251	298	308	209	264	238	268
ENSG00000182487	0	0	0	0	0	0	0	0
ENSG00000182489	19	18	29	30	4	29	27	19
ENSG00000182492	5	1	1	2	1	4	0	5
ENSG00000182504	954	1111	1512	1478	806	950	1334	1064
ENSG00000182508	0	0	0	0	0	0	0	0
ENSG00000182511	48	37	31	51	45	43	40	62
ENSG00000182512	1672	2048	2261	2247	2011	2078	2205	2500
ENSG00000182518	322	341	369	405	253	386	341	361
ENSG00000182521	0	0	0	1	0	0	0	1
ENSG00000182531	0	1	0	0	0	1	0	1
ENSG00000182533	0	0	0	0	0	0	0	1
ENSG00000182534	2801	2735	3425	3601	2347	2972	2965	2923
ENSG00000182541	1354	1313	1600	1880	1082	1332	1405	1367
ENSG00000182544	867	623	798	939	739	945	791	932
ENSG00000182545	0	1	0	1	1	0	0	0
ENSG00000182551	2836	2428	3717	3554	2849	2608	3476	3129
ENSG00000182552	755	811	1075	1083	762	877	980	780
ENSG00000182557	0	0	0	1	0	0	0	0
ENSG00000182565	0	0	0	0	0	0	0	0
ENSG00000182566	0	0	0	0	0	0	0	0
ENSG00000182568	1194	1322	1544	1707	771	1089	1346	1284
ENSG00000182574	0	0	0	1	0	0	1	0
ENSG00000182575	66	59	80	66	38	72	50	63
ENSG00000182578	2	5	7	4	2	2	4	1
ENSG00000182580	312	314	352	395	238	324	313	392
ENSG00000182583	3	3	0	2	0	0	0	0
ENSG00000182584	0	0	1	0	0	1	1	2
ENSG00000182585	2	3	1	0	3	0	0	0
ENSG00000182586	1	0	2	1	0	0	0	0
ENSG00000182591	0	0	0	0	0	0	0	0
ENSG00000182600	64	67	88	95	72	97	50	67
ENSG00000182601	0	0	0	0	0	0	0	0
ENSG00000182606	3032	3274	3783	4202	2164	3205	3287	3459
ENSG00000182612	176	186	197	280	187	215	196	222
ENSG00000182613	0	0	0	0	2	0	0	0
ENSG00000182621	794	1085	1343	1575	647	832	1223	997
ENSG00000182625	0	0	0	0	0	1	0	0
ENSG00000182628	3024	3520	4196	4221	3114	3571	4043	3521
ENSG00000182631	0	0	0	0	0	0	0	0
ENSG00000182632	48	53	77	81	52	48	72	49
ENSG00000182634	0	0	0	0	0	0	0	0
ENSG00000182636	0	0	0	0	0	0	0	0
ENSG00000182645	0	0	0	0	1	0	0	0
ENSG00000182648	81	94	88	110	61	65	80	109
ENSG00000182652	0	0	0	0	0	0	0	0
ENSG00000182667	113	160	187	231	93	111	174	137
ENSG00000182670	9717	11567	14797	15961	6730	10057	12601	11063
ENSG00000182674	133	145	138	175	76	125	158	134
ENSG00000182676	0	0	1	0	0	0	1	0
ENSG00000182685	109	127	118	155	93	105	85	111
ENSG00000182687	8	6	3	9	5	12	6	3
ENSG00000182698	0	0	0	0	0	0	0	0
ENSG00000182700	106	172	195	233	161	165	157	142
ENSG00000182704	552	497	545	650	414	632	526	640
ENSG00000182707	0	0	0	0	0	0	0	0
ENSG00000182712	0	0	0	0	0	0	0	0
ENSG00000182718	2953	3008	3557	3886	2656	2923	3326	2882
ENSG00000182722	0	0	0	0	0	0	0	0
ENSG00000182732	5	10	11	12	1	4	7	8
ENSG00000182742	323	428	441	481	227	332	342	384
ENSG00000182747	64	64	78	89	42	49	77	76
ENSG00000182749	245	277	278	331	196	291	244	274
ENSG00000182752	82	155	157	209	40	88	124	122
ENSG00000182759	139	138	118	171	98	178	104	174
ENSG00000182768	1310	1077	1395	1151	774	1575	1075	1304
ENSG00000182771	334	412	371	427	235	333	293	372
ENSG00000182774	0	0	1	0	0	1	0	0
ENSG00000182776	0	0	0	0	0	0	0	0
ENSG00000182782	0	0	0	0	0	0	0	0
ENSG00000182783	0	0	0	0	0	0	0	0
ENSG00000182791	16	10	22	18	12	12	24	19
ENSG00000182793	0	0	0	0	0	0	0	0
ENSG00000182795	10	3	5	4	0	5	5	0
ENSG00000182796	326	505	576	689	316	371	424	401
ENSG00000182798	0	0	1	0	0	0	1	0
ENSG00000182809	120	110	118	139	104	125	100	134
ENSG00000182810	834	681	915	1024	699	854	846	910
ENSG00000182814	0	0	0	0	0	0	0	0
ENSG00000182816	0	0	0	0	0	0	0	0
ENSG00000182824	0	0	0	0	0	0	0	0
ENSG00000182827	4405	4358	6020	6050	3799	4585	5584	4745
ENSG00000182831	1879	1750	2237	2339	1606	2205	2135	2146
ENSG00000182836	0	0	0	0	0	1	0	0
ENSG00000182841	1916	2000	2392	2543	1503	1999	2230	2115
ENSG00000182853	12	13	15	18	10	10	6	7
ENSG00000182854	0	0	1	0	0	0	0	0
ENSG00000182858	1398	1231	1450	1757	1046	1484	1299	1439
ENSG00000182866	2	10	10	4	2	3	6	2
ENSG00000182870	25	22	25	38	13	12	20	30
ENSG00000182871	7431	7463	8028	11219	5733	7324	7578	8437
ENSG00000182872	5524	4940	5578	6115	3583	5519	5378	5673
ENSG00000182873	26	19	21	32	18	16	27	28
ENSG00000182885	5	9	4	9	6	6	11	3
ENSG00000182888	0	0	0	0	0	0	0	0
ENSG00000182890	10	15	24	21	12	16	23	13
ENSG00000182896	0	0	0	0	0	0	0	0
ENSG00000182898	0	0	0	0	0	0	0	0
ENSG00000182899	8649	9348	9162	7449	6790	13818	7280	8546
ENSG00000182901	113	114	126	147	79	116	128	144
ENSG00000182902	13	10	20	12	11	6	11	14
ENSG00000182903	1361	1723	2507	2455	1549	1506	2234	1792
ENSG00000182912	53	58	81	96	36	69	56	79
ENSG00000182916	2	1	3	2	1	3	2	0
ENSG00000182919	202	223	293	325	190	266	234	250
ENSG00000182921	0	0	0	0	0	0	0	0
ENSG00000182923	566	637	760	750	484	533	655	563
ENSG00000182931	0	0	0	1	0	0	0	0
ENSG00000182934	3951	3345	4367	4200	2757	3943	4128	3933
ENSG00000182938	0	0	0	0	0	0	0	0
ENSG00000182944	27139	24292	31657	30942	23015	29882	29401	28020
ENSG00000182950	24	14	7	31	8	10	17	16
ENSG00000182952	1889	2141	2410	2805	1933	2083	2382	2185
ENSG00000182957	963	1000	1210	1278	715	941	1072	997
ENSG00000182963	2786	2914	3679	3482	2065	2867	3172	2894
ENSG00000182965	0	0	0	0	0	0	0	0
ENSG00000182968	0	1	0	4	0	0	0	0
ENSG00000182973	2777	2962	3919	3983	2590	3075	3473	3007
ENSG00000182974	0	0	0	0	0	0	0	0
ENSG00000182979	7917	8000	8681	11383	6633	8164	7968	9092
ENSG00000182983	0	1	0	0	0	0	0	0
ENSG00000182985	4874	5329	6424	7355	3807	4976	5678	5123
ENSG00000182986	74	79	91	101	35	74	81	89
ENSG00000182993	125	125	186	181	115	120	161	136
ENSG00000183010	4075	3520	3820	4515	3150	4003	3959	4160
ENSG00000183011	1410	1367	1412	1357	1150	1894	1129	1541
ENSG00000183018	13	11	12	12	9	14	14	10
ENSG00000183019	1	0	1	0	0	1	0	0
ENSG00000183020	2630	2580	3017	3583	1915	2636	2796	3011
ENSG00000183022	1	2	2	3	2	3	0	1
ENSG00000183023	251	343	403	453	165	276	328	293
ENSG00000183024	0	0	0	0	0	0	0	0
ENSG00000183032	161	155	253	266	178	184	221	207
ENSG00000183034	4	2	2	9	1	1	5	1
ENSG00000183035	0	0	0	0	0	0	0	0
ENSG00000183036	0	0	0	2	0	0	1	0
ENSG00000183044	1146	1312	1485	1641	696	1157	1254	1247
ENSG00000183048	214	218	224	208	147	376	163	238
ENSG00000183049	952	1189	1315	1352	682	1012	1003	1117
ENSG00000183054	18	15	25	25	5	12	20	10
ENSG00000183055	0	0	1	2	2	0	3	1
ENSG00000183060	687	598	803	896	529	719	738	775
ENSG00000183066	0	1	0	0	0	0	0	0
ENSG00000183067	1	1	4	0	1	0	2	1
ENSG00000183072	1370	1009	1083	1391	1150	1417	1131	1519
ENSG00000183077	1724	1832	2119	2443	1723	2031	1956	1819
ENSG00000183087	1861	2027	2123	2856	1668	1828	1868	2057
ENSG00000183090	0	0	0	0	0	0	0	0
ENSG00000183091	29	44	50	58	16	30	40	35
ENSG00000183092	142	156	129	201	137	148	134	166
ENSG00000183098	417	543	679	734	323	499	590	530
ENSG00000183111	61	76	101	117	50	54	70	91
ENSG00000183114	268	272	272	385	259	342	249	399
ENSG00000183117	1	0	0	1	0	4	0	1
ENSG00000183122	0	0	0	0	0	0	0	0
ENSG00000183128	2	2	2	0	1	3	1	2
ENSG00000183134	6	6	5	10	13	7	10	4
ENSG00000183137	954	1144	1541	1566	863	1004	1222	1125
ENSG00000183145	0	0	0	0	0	0	0	0
ENSG00000183146	0	0	0	0	0	0	0	0
ENSG00000183148	3	4	3	6	2	5	5	5
ENSG00000183150	6	11	7	12	5	13	5	13
ENSG00000183153	0	3	2	0	0	1	0	1
ENSG00000183154	1	0	0	1	0	0	0	1
ENSG00000183155	557	477	597	620	429	683	536	649
ENSG00000183160	2	3	1	0	0	0	0	2
ENSG00000183161	81	79	86	122	54	78	79	69
ENSG00000183166	0	1	1	1	0	1	0	0
ENSG00000183169	0	0	0	0	0	0	2	0
ENSG00000183171	1	2	5	3	2	3	1	1
ENSG00000183172	796	667	669	692	624	862	566	801
ENSG00000183185	1	0	2	0	0	1	3	0
ENSG00000183186	159	128	124	240	100	148	129	172
ENSG00000183196	414	444	426	555	260	457	398	475
ENSG00000183199	27	28	46	45	50	36	45	34
ENSG00000183206	0	0	0	0	0	0	1	0
ENSG00000183207	8032	6941	8050	8963	6595	7723	7770	8230
ENSG00000183208	89	111	143	91	111	161	115	129
ENSG00000183230	21	58	40	47	24	29	34	32
ENSG00000183239	1	1	1	0	3	0	0	1
ENSG00000183242	19	20	23	26	20	15	10	20
ENSG00000183246	0	2	5	4	2	8	1	2
ENSG00000183248	291	276	362	443	205	283	293	335
ENSG00000183249	0	0	0	0	0	0	0	0
ENSG00000183250	362	342	363	457	196	272	312	339
ENSG00000183251	0	0	0	0	0	1	0	1
ENSG00000183255	4284	4016	4625	5479	3199	4434	4430	4382
ENSG00000183258	2820	2533	3027	3221	2152	2828	2929	2900
ENSG00000183260	0	1	1	4	0	1	1	3
ENSG00000183269	0	0	0	0	0	0	0	0
ENSG00000183273	0	0	0	0	0	0	0	0
ENSG00000183281	4	28	26	31	24	18	30	25
ENSG00000183283	3443	3382	4654	4466	3251	4068	4181	3808
ENSG00000183287	431	637	633	796	353	477	512	566
ENSG00000183291	4519	4332	5525	5715	4244	5189	5559	4854
ENSG00000183292	0	0	0	0	0	0	0	1
ENSG00000183298	55	92	96	119	157	69	92	70
ENSG00000183303	0	0	0	0	0	0	0	0
ENSG00000183304	0	0	0	0	0	0	0	0
ENSG00000183305	0	0	0	0	0	0	0	0
ENSG00000183307	109	152	166	187	130	129	142	143
ENSG00000183308	11	15	21	20	22	16	14	19
ENSG00000183309	80	99	87	126	33	97	88	94
ENSG00000183310	0	0	0	0	0	0	0	0
ENSG00000183313	0	0	0	0	0	0	0	0
ENSG00000183317	109	104	103	169	74	82	89	85
ENSG00000183318	0	0	0	0	0	0	0	2
ENSG00000183323	547	596	790	836	457	506	674	646
ENSG00000183324	0	1	0	0	0	0	0	0
ENSG00000183336	5	11	6	7	3	3	11	5
ENSG00000183337	16259	15901	20863	21540	10704	16353	18330	17834
ENSG00000183340	401	478	647	779	367	429	576	445
ENSG00000183346	12	17	22	15	10	8	9	7
ENSG00000183347	4	3	3	3	0	5	0	2
ENSG00000183354	890	1070	1361	1360	679	981	1129	1170
ENSG00000183378	0	0	0	1	0	0	0	0
ENSG00000183379	1	0	1	3	0	2	0	0
ENSG00000183385	0	0	0	0	0	0	0	0
ENSG00000183386	521	462	491	593	417	538	458	556
ENSG00000183389	0	0	0	0	0	0	0	0
ENSG00000183395	1	1	2	2	0	0	2	0
ENSG00000183396	0	0	3	4	0	3	3	0
ENSG00000183397	27	49	49	54	31	25	22	37
ENSG00000183401	61	76	69	94	65	58	51	58
ENSG00000183421	605	580	635	822	427	550	582	672
ENSG00000183423	19	18	23	35	28	26	21	20
ENSG00000183426	140	144	179	205	161	101	135	141
ENSG00000183431	6567	6520	8853	8268	6000	6714	8159	6768
ENSG00000183432	0	0	0	0	0	0	0	0
ENSG00000183434	0	0	0	0	0	0	0	0
ENSG00000183439	0	0	0	0	0	0	0	0
ENSG00000183444	6	9	18	27	10	9	9	8
ENSG00000183454	0	0	1	0	0	0	0	0
ENSG00000183458	209	198	227	314	78	204	215	262
ENSG00000183463	7	11	5	6	0	2	0	0
ENSG00000183470	0	0	0	0	0	0	2	0
ENSG00000183474	1158	1075	1559	1482	1010	1091	1420	1190
ENSG00000183475	982	1011	1232	1375	662	1023	1178	1038
ENSG00000183476	0	0	0	0	0	0	2	0
ENSG00000183479	50	48	66	69	66	52	58	58
ENSG00000183484	0	1	0	2	0	1	0	0
ENSG00000183486	3	1	0	0	1	3	2	3
ENSG00000183495	5582	5658	6956	7172	2341	5787	6127	6071
ENSG00000183496	815	743	895	1057	723	889	885	906
ENSG00000183506	927	1031	1192	1506	775	868	1041	1102
ENSG00000183508	315	406	414	480	240	362	394	341
ENSG00000183513	1132	1242	1468	1601	1053	1257	1264	1254
ENSG00000183514	0	0	0	0	0	0	0	0
ENSG00000183520	2105	1967	2438	2423	2098	2089	2480	2177
ENSG00000183527	3564	3183	4220	4007	3422	4155	4090	3754
ENSG00000183530	3448	3773	4755	4504	1909	3590	4195	3879
